activity_no;license_number;activity_name
2;ЛО-78-01-004761;Акушерство и гинекология
2;ЛО-78-01-004762;Акушерство и гинекология
2;ЛО-78-01-004763;Акушерство и гинекология
2;ЛО-78-01-004766;Акушерство и гинекология
2;ЛО-78-01-004767;Акушерство и гинекология
2;ЛО-78-01-004768;Акушерство и гинекология
2;ЛО-78-01-004790;Акушерство и гинекология
2;ЛО-78-01-004791;Акушерство и гинекология
2;ЛО-78-01-004798;Акушерство и гинекология
2;ЛО-78-01-004799;Акушерство и гинекология
2;ЛО-78-01-004800;Акушерство и гинекология
2;ЛО-78-01-004812;Акушерство и гинекология
2;ЛО-78-01-004813;Акушерство и гинекология
2;ЛО-78-01-004821;Акушерство и гинекология
2;ЛО-78-01-004841;Акушерство и гинекология
2;ЛО-78-01-004842;Акушерство и гинекология
2;ЛО-78-01-004845;Акушерство и гинекология
2;ЛО-78-01-004857;Акушерство и гинекология
2;ЛО-78-01-004861;Акушерство и гинекология
2;ЛО-78-01-004862;Акушерство и гинекология
2;ЛО-78-01-004864;Акушерство и гинекология
2;ЛО-78-01-004867;Акушерство и гинекология
2;ЛО-78-01-004883;Акушерство и гинекология
2;ЛО-78-01-004884;Акушерство и гинекология
2;ЛО-78-01-004886;Акушерство и гинекология
2;ЛО-78-01-004897;Акушерство и гинекология
2;ЛО-78-01-004940;Акушерство и гинекология
2;ЛО-78-01-004943;Акушерство и гинекология
2;ЛО-78-01-004944;Акушерство и гинекология
2;ЛО-78-01-004949;Акушерство и гинекология
2;ЛО-78-01-004950;Акушерство и гинекология
2;ЛО-78-01-004961;Акушерство и гинекология
2;ЛО-78-01-004968;Акушерство и гинекология
2;ЛО-78-01-004969;Акушерство и гинекология
2;ЛО-78-01-004974;Акушерство и гинекология
2;ЛО-78-01-004975;Акушерство и гинекология
2;ЛО-78-01-004976;Акушерство и гинекология
2;ЛО-78-01-004980;Акушерство и гинекология
2;ЛО-78-01-004990;Акушерство и гинекология
2;ЛО-78-01-005007;Акушерство и гинекология
2;ЛО-78-01-005009;Акушерство и гинекология
2;ЛО-78-01-005012;Акушерство и гинекология
2;ЛО-78-01-005015;Акушерство и гинекология
2;ЛО-78-01-005016;Акушерство и гинекология
2;ЛО-78-01-005027;Акушерство и гинекология
2;ЛО-78-01-005031;Акушерство и гинекология
2;ЛО-78-01-005035;Акушерство и гинекология
2;ЛО-78-01-005038;Акушерство и гинекология
2;ЛО-78-01-005040;Акушерство и гинекология
2;ЛО-78-01-005042;Акушерство и гинекология
2;ЛО-78-01-005070;Акушерство и гинекология
2;ЛО-78-01-005072;Акушерство и гинекология
2;ЛО-78-01-005076;Акушерство и гинекология
2;ЛО-78-01-005078;Акушерство и гинекология
2;ЛО-78-01-005091;Акушерство и гинекология
2;ЛО-78-01-005106;Акушерство и гинекология
2;ЛО-78-01-005111;Акушерство и гинекология
2;ЛО-78-01-005113;Акушерство и гинекология
2;ЛО-78-01-005115;Акушерство и гинекология
2;ЛО-78-01-005126;Акушерство и гинекология
2;ЛО-78-01-005137;Акушерство и гинекология
2;ЛО-78-01-005142;Акушерство и гинекология
2;ЛО-78-01-005144;Акушерство и гинекология
2;ЛО-78-01-005146;Акушерство и гинекология
2;ЛО-78-01-005165;Акушерство и гинекология
2;ЛО-78-01-005173;Акушерство и гинекология
2;ЛО-78-01-005193;Акушерство и гинекология
2;ЛО-78-01-005203;Акушерство и гинекология
2;ЛО-78-01-005205;Акушерство и гинекология
2;ЛО-78-01-005210;Акушерство и гинекология
2;ЛО-78-01-005224;Акушерство и гинекология
2;ЛО-78-01-005226;Акушерство и гинекология
2;ЛО-78-01-005228;Акушерство и гинекология
2;ЛО-78-01-005241;Акушерство и гинекология
2;ЛО-78-01-005243;Акушерство и гинекология
2;ЛО-78-01-005249;Акушерство и гинекология
2;ЛО-78-01-005253;Акушерство и гинекология
2;ЛО-78-01-005254;Акушерство и гинекология
2;ЛО-78-01-005261;Акушерство и гинекология
2;ЛО-78-01-005265;Акушерство и гинекология
2;ЛО-78-01-005267;Акушерство и гинекология
2;ЛО-78-01-005269;Акушерство и гинекология
2;ЛО-78-01-005270;Акушерство и гинекология
2;ЛО-78-01-005271;Акушерство и гинекология
2;ЛО-78-01-005283;Акушерство и гинекология
2;ЛО-78-01-005289;Акушерство и гинекология
2;ЛО-78-01-005295;Акушерство и гинекология
2;ЛО-78-01-005303;Акушерство и гинекология
2;ЛО-78-01-005307;Акушерство и гинекология
2;ЛО-78-01-005324;Акушерство и гинекология
2;ЛО-78-01-005325;Акушерство и гинекология
2;ЛО-78-01-005326;Акушерство и гинекология
2;ЛО-78-01-005351;Акушерство и гинекология
2;ЛО-78-01-005363;Акушерство и гинекология
2;ЛО-78-01-005368;Акушерство и гинекология
2;ЛО-78-01-005370;Акушерство и гинекология
2;ЛО-78-01-005374;Акушерство и гинекология
2;ЛО-78-01-005392;Акушерство и гинекология
2;ЛО-78-01-005401;Акушерство и гинекология
2;ЛО-78-01-005403;Акушерство и гинекология
2;ЛО-78-01-005407;Акушерство и гинекология
2;ЛО-78-01-005408;Акушерство и гинекология
2;ЛО-78-01-005410;Акушерство и гинекология
2;ЛО-78-01-005412;Акушерство и гинекология
2;ЛО-78-01-005430;Акушерство и гинекология
2;ЛО-78-01-005431;Акушерство и гинекология
2;ЛО-78-01-005437;Акушерство и гинекология
2;ЛО-78-01-005439;Акушерство и гинекология
2;ЛО-78-01-005441;Акушерство и гинекология
2;ЛО-78-01-005447;Акушерство и гинекология
2;ЛО-78-01-005454;Акушерство и гинекология
2;ЛО-78-01-005469;Акушерство и гинекология
2;ЛО-78-01-005471;Акушерство и гинекология
2;ЛО-78-01-005473;Акушерство и гинекология
2;ЛО-78-01-005477;Акушерство и гинекология
2;ЛО-78-01-005499;Акушерство и гинекология
2;ЛО-78-01-005500;Акушерство и гинекология
2;ЛО-78-01-005502;Акушерство и гинекология
2;ЛО-78-01-005503;Акушерство и гинекология
2;ЛО-78-01-005520;Акушерство и гинекология
2;ЛО-78-01-005522;Акушерство и гинекология
2;ЛО-78-01-005524;Акушерство и гинекология
2;ЛО-78-01-005540;Акушерство и гинекология
2;ЛО-78-01-005558;Акушерство и гинекология
2;ЛО-78-01-005560;Акушерство и гинекология
2;ЛО-78-01-005585;Акушерство и гинекология
2;ЛО-78-01-005601;Акушерство и гинекология
2;ЛО-78-01-005606;Акушерство и гинекология
2;ЛО-78-01-005625;Акушерство и гинекология
2;ЛО-78-01-005628;Акушерство и гинекология
2;ЛО-78-01-005629;Акушерство и гинекология
2;ЛО-78-01-005630;Акушерство и гинекология
2;ЛО-78-01-005646;Акушерство и гинекология
2;ЛО-78-01-005676;Акушерство и гинекология
2;ЛО-78-01-005678;Акушерство и гинекология
2;ЛО-78-01-005679;Акушерство и гинекология
2;ЛО-78-01-005689;Акушерство и гинекология
2;ЛО-78-01-005713;Акушерство и гинекология
2;ЛО-78-01-005714;Акушерство и гинекология
2;ЛО-78-01-005727;Акушерство и гинекология
2;ЛО-78-01-005736;Акушерство и гинекология
2;ЛО-78-01-005749;Акушерство и гинекология
2;ЛО-78-01-005754;Акушерство и гинекология
2;ЛО-78-01-005791;Акушерство и гинекология
2;ЛО-78-01-005822;Акушерство и гинекология
2;ЛО-78-01-005835;Акушерство и гинекология
2;ЛО-78-01-005852;Акушерство и гинекология
2;ЛО-78-01-005866;Акушерство и гинекология
2;ЛО-78-01-005935;Акушерство и гинекология
2;ЛО-78-01-005949;Акушерство и гинекология
2;ЛО-78-01-005950;Акушерство и гинекология
